id,key,value,type
258219703,highway,service,regular
209809850,addr:housenumber,1412,regular
209809850,addr:street,West Lexington St.,regular
209809850,addr:street:name,Lexington,regular
209809850,addr:street:prefix,West,regular
209809850,addr:street:type,Street,regular
209809850,building,yes,regular
209809850,building:levels,1,regular
209809850,chicago:building_id,366409,regular
